,Unnamed: 0,fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name,city,LATITUDE,LONGITUDE,weather
462,462,1545609600,AA,AA_CODESHARE,AA,3892,MQ,N932AE,3892,14633,RST,"Rochester, MN",13930,ORD,"Chicago, IL",557,548.0,-9.0,33.0,621.0,708.0,23.0,734,731.0,-3.0,0,,0,N,97.0,103.0,47.0,1,268,,,,,,,,,,Rochester,43.90883,-92.49799,cloudy
463,463,1517788800,UA,UA_CODESHARE,UA,3914,ZW,N438AW,3914,14576,ROC,"Rochester, NY",12264,IAD,"Washington, DC",1950,2120.0,90.0,10.0,2130.0,2225.0,4.0,2108,2229.0,81.0,0,,0,N,78.0,69.0,55.0,1,288,0.0,0.0,0.0,0.0,81.0,,,,,Rochester,43.11887,-77.67238,cloudy
467,467,1547942400,AA,AA_CODESHARE,AA,3892,MQ,N677AE,3892,14633,RST,"Rochester, MN",13930,ORD,"Chicago, IL",559,551.0,-8.0,115.0,746.0,836.0,16.0,739,852.0,73.0,0,,0,N,100.0,181.0,50.0,1,268,0.0,0.0,73.0,0.0,0.0,,,,,Rochester,43.11887,-77.67238,snow
469,469,1519516800,DL,DL_CODESHARE,DL,3860,9E,N905XJ,3860,14576,ROC,"Rochester, NY",12478,JFK,"New York, NY",1159,1554.0,235.0,15.0,1609.0,1702.0,11.0,1327,1713.0,226.0,0,,0,N,88.0,79.0,53.0,1,264,1.0,0.0,0.0,0.0,225.0,,,,,Rochester,43.11887,-77.67238,cloudy
470,470,1519516800,DL,DL_CODESHARE,DL,3860,9E,N905XJ,3860,14576,ROC,"Rochester, NY",12478,JFK,"New York, NY",1159,1554.0,235.0,15.0,1609.0,1702.0,11.0,1327,1713.0,226.0,0,,0,N,88.0,79.0,53.0,1,264,1.0,0.0,0.0,0.0,225.0,,,,,Rochester,43.90883,-92.49799,snow
471,471,1517097600,AA,AA_CODESHARE,AA,5645,OH,N226JS,5645,14576,ROC,"Rochester, NY",11278,DCA,"Washington, DC",1159,1153.0,-6.0,6.0,1159.0,1302.0,5.0,1317,1307.0,-10.0,0,,0,N,78.0,74.0,63.0,1,296,,,,,,,,,,Rochester,43.11887,-77.67238,rain
473,473,1545436800,DL,DL_CODESHARE,DL,3520,OO,N936EV,3520,14576,ROC,"Rochester, NY",11433,DTW,"Detroit, MI",930,954.0,24.0,22.0,1016.0,1109.0,7.0,1102,1116.0,14.0,0,,0,N,92.0,82.0,53.0,1,296,,,,,,,,,,Rochester,43.11887,-77.67238,rain
474,474,1545436800,DL,DL_CODESHARE,DL,3520,OO,N936EV,3520,14576,ROC,"Rochester, NY",11433,DTW,"Detroit, MI",930,954.0,24.0,22.0,1016.0,1109.0,7.0,1102,1116.0,14.0,0,,0,N,92.0,82.0,53.0,1,296,,,,,,,,,,Rochester,43.90883,-92.49799,cloudy
475,475,1519430400,DL,DL_CODESHARE,DL,5439,EV,N752EV,5439,14576,ROC,"Rochester, NY",12953,LGA,"New York, NY",720,712.0,-8.0,18.0,730.0,814.0,10.0,852,824.0,-28.0,0,,0,N,92.0,72.0,44.0,1,254,,,,,,,,,,Rochester,43.11887,-77.67238,rain
478,478,1549929600,DL,DL,DL,879,DL,N925DN,879,14576,ROC,"Rochester, NY",10397,ATL,"Atlanta, GA",1201,1202.0,1.0,34.0,1236.0,1508.0,10.0,1420,1518.0,58.0,0,,0,N,139.0,196.0,152.0,1,749,0.0,0.0,58.0,0.0,0.0,,,,,Rochester,43.90883,-92.49799,cloudy
480,480,1516838400,DL,DL,DL,2146,DL,N919DL,2146,14576,ROC,"Rochester, NY",10397,ATL,"Atlanta, GA",1154,1151.0,-3.0,11.0,1202.0,1350.0,7.0,1420,1357.0,-23.0,0,,0,N,146.0,126.0,108.0,1,749,,,,,,,,,,Rochester,43.90883,-92.49799,cloudy
482,482,1577577600,B6,B6,B6,685,B6,N179JB,685,14576,ROC,"Rochester, NY",12478,JFK,"New York, NY",1510,1521.0,11.0,25.0,1546.0,1635.0,5.0,1629,1640.0,11.0,0,,0,N,79.0,79.0,49.0,1,264,,,,,,,,,,Rochester,43.90883,-92.49799,cloudy
483,483,1518998400,AS,AS,AS,82,AS,N283AK,82,10299,ANC,"Anchorage, AK",14747,SEA,"Seattle, WA",1755,1742.0,-13.0,13.0,1755.0,2144.0,13.0,2223,2157.0,-26.0,0,,0,N,208.0,195.0,169.0,1,1448,,,,,,,,,,Anchorage,61.17432,-149.99618999999996,cloudy
484,484,1514764800,AS,AS,AS,174,AS,N530AS,174,10299,ANC,"Anchorage, AK",12889,LAS,"Las Vegas, NV",25,12.0,-13.0,11.0,23.0,557.0,7.0,630,604.0,-26.0,0,,0,N,305.0,292.0,274.0,1,2304,,,,,,,,,,Anchorage,61.17432,-149.99618999999996,sunny
485,485,1519430400,AS,AS,AS,134,AS,N577AS,134,10299,ANC,"Anchorage, AK",14057,PDX,"Portland, OR",35,29.0,-6.0,16.0,45.0,440.0,4.0,502,444.0,-18.0,0,,0,N,207.0,195.0,175.0,1,1542,,,,,,,,,,Anchorage,61.17432,-149.99618999999996,sunny
486,486,1549584000,AS,AS,AS,47,AS,N644AS,47,10299,ANC,"Anchorage, AK",10170,ADQ,"Kodiak, AK",615,602.0,-13.0,19.0,621.0,707.0,2.0,720,709.0,-11.0,0,,0,N,65.0,67.0,46.0,1,253,,,,,,,,,,Anchorage,61.17432,-149.99618999999996,cloudy
487,487,1577404800,AS,AS,AS,66,AS,N614AS,66,10299,ANC,"Anchorage, AK",10926,CDV,"Cordova, AK",1520,1514.0,-6.0,11.0,1525.0,1556.0,3.0,1614,1559.0,-15.0,0,,0,N,54.0,45.0,31.0,1,160,,,,,,,,,,Anchorage,61.17432,-149.99618999999996,cloudy
488,488,1514937600,AS,AS_CODESHARE,AS,2811,QX,N452QX,2811,10299,ANC,"Anchorage, AK",11630,FAI,"Fairbanks, AK",1810,1758.0,-12.0,11.0,1809.0,1857.0,3.0,1918,1900.0,-18.0,0,,0,N,68.0,62.0,48.0,1,261,,,,,,,,,,Anchorage,61.17432,-149.99618999999996,sunny
489,489,1546732800,AS,AS,AS,179,AS,N611AS,179,10299,ANC,"Anchorage, AK",11630,FAI,"Fairbanks, AK",1451,1457.0,6.0,8.0,1505.0,1549.0,4.0,1551,1553.0,2.0,0,,0,N,60.0,56.0,44.0,1,261,,,,,,,,,,Anchorage,61.17432,-149.99618999999996,sunny
490,490,1548806400,AS,AS,AS,62,AS,N583AS,62,10299,ANC,"Anchorage, AK",12523,JNU,"Juneau, AK",810,802.0,-8.0,10.0,812.0,929.0,4.0,950,933.0,-17.0,0,,0,N,100.0,91.0,77.0,1,571,,,,,,,,,,Anchorage,61.17432,-149.99618999999996,rain
491,491,1577059200,AS,AS,AS,238,AS,N278AK,238,10299,ANC,"Anchorage, AK",14747,SEA,"Seattle, WA",700,657.0,-3.0,18.0,715.0,1115.0,11.0,1135,1126.0,-9.0,0,,0,N,215.0,209.0,180.0,1,1448,,,,,,,,,,Anchorage,61.17432,-149.99618999999996,cloudy
492,492,1548288000,AS,AS,AS,45,AS,N551AS,45,10299,ANC,"Anchorage, AK",10551,BET,"Bethel, AK",1845,1830.0,-15.0,13.0,1843.0,1948.0,4.0,2005,1952.0,-13.0,0,,0,N,80.0,82.0,65.0,1,399,,,,,,,,,,Anchorage,61.17432,-149.99618999999996,cloudy
493,493,1551052800,AS,AS,AS,179,AS,N592AS,179,10299,ANC,"Anchorage, AK",11630,FAI,"Fairbanks, AK",1510,1500.0,-10.0,13.0,1513.0,1552.0,4.0,1610,1556.0,-14.0,0,,0,N,60.0,56.0,39.0,1,261,,,,,,,,,,Anchorage,61.17432,-149.99618999999996,sunny
494,494,1517702400,AS,AS,AS,114,AS,N464AS,114,10299,ANC,"Anchorage, AK",14747,SEA,"Seattle, WA",630,618.0,-12.0,23.0,641.0,1046.0,7.0,1101,1053.0,-8.0,0,,0,N,211.0,215.0,185.0,1,1448,,,,,,,,,,Anchorage,61.17432,-149.99618999999996,sunny
495,495,1516924800,AS,AS,AS,140,AS,N523AS,140,10299,ANC,"Anchorage, AK",14057,PDX,"Portland, OR",1130,1204.0,34.0,14.0,1218.0,1642.0,5.0,1607,1647.0,40.0,0,,0,N,217.0,223.0,204.0,1,1542,0.0,0.0,6.0,0.0,34.0,,,,,Anchorage,61.17432,-149.99618999999996,snow
496,496,1548115200,UA,UA,UA,1104,UA,N78506,1104,10299,ANC,"Anchorage, AK",11292,DEN,"Denver, CO",2335,2326.0,-9.0,12.0,2338.0,604.0,7.0,647,611.0,-36.0,0,,0,N,312.0,285.0,266.0,1,2405,,,,,,,,,,Anchorage,61.17432,-149.99618999999996,snow
497,497,1547683200,AS,AS,AS,828,AS,N585AS,828,10299,ANC,"Anchorage, AK",12173,HNL,"Honolulu, HI",1525,1516.0,-9.0,13.0,1529.0,2034.0,8.0,2045,2042.0,-3.0,0,,0,N,380.0,386.0,365.0,1,2777,,,,,,,,,,Anchorage,61.17432,-149.99618999999996,cloudy
498,498,1577664000,AS,AS,AS,50,AS,N607AS,50,10299,ANC,"Anchorage, AK",14709,SCC,"Deadhorse, AK",1545,1559.0,14.0,7.0,1606.0,1726.0,4.0,1727,1730.0,3.0,0,,0,N,102.0,91.0,80.0,1,626,,,,,,,,,,Anchorage,61.17432,-149.99618999999996,sunny
499,499,1547164800,AS,AS_CODESHARE,AS,3284,KS,N682PA,3284,10299,ANC,"Anchorage, AK",11445,DUT,"Unalaska, AK",1410,1508.0,58.0,6.0,1514.0,1736.0,3.0,1625,1739.0,74.0,0,,0,N,135.0,151.0,142.0,1,792,0.0,0.0,16.0,0.0,58.0,,,,,Anchorage,61.17432,-149.99618999999996,sunny
500,500,1576540800,AS,AS,AS,43,AS,N587AS,43,10299,ANC,"Anchorage, AK",10551,BET,"Bethel, AK",1040,1035.0,-5.0,9.0,1044.0,1141.0,5.0,1202,1146.0,-16.0,0,,0,N,82.0,71.0,57.0,1,399,,,,,,,,,,Anchorage,61.17432,-149.99618999999996,sunny
501,501,1517529600,AS,AS,AS,694,AS,N538AS,694,10299,ANC,"Anchorage, AK",11630,FAI,"Fairbanks, AK",950,936.0,-14.0,13.0,949.0,1032.0,2.0,1047,1034.0,-13.0,0,,0,N,57.0,58.0,43.0,1,261,,,,,,,,,,Anchorage,61.17432,-149.99618999999996,sunny
502,502,1518998400,AS,AS,AS,70,AS,N556AS,70,10299,ANC,"Anchorage, AK",12523,JNU,"Juneau, AK",2005,1953.0,-12.0,14.0,2007.0,2123.0,4.0,2144,2127.0,-17.0,0,,0,N,99.0,94.0,76.0,1,571,,,,,,,,,,Anchorage,61.17432,-149.99618999999996,cloudy
503,503,1516752000,AS,AS,AS,108,AS,N282AK,108,10299,ANC,"Anchorage, AK",14747,SEA,"Seattle, WA",55,113.0,18.0,15.0,128.0,529.0,6.0,522,535.0,13.0,0,,0,N,207.0,202.0,181.0,1,1448,,,,,,,,,,Anchorage,61.17432,-149.99618999999996,cloudy
504,504,1546992000,AS,AS,AS,64,AS,N615AS,64,10299,ANC,"Anchorage, AK",12523,JNU,"Juneau, AK",1120,1124.0,4.0,13.0,1137.0,1259.0,3.0,1300,1302.0,2.0,0,,0,N,100.0,98.0,82.0,1,571,,,,,,,,,,Anchorage,61.17432,-149.99618999999996,sunny
505,505,1544400000,AS,AS,AS,62,AS,N585AS,62,10299,ANC,"Anchorage, AK",12523,JNU,"Juneau, AK",750,812.0,22.0,22.0,834.0,951.0,4.0,927,955.0,28.0,0,,0,N,97.0,103.0,77.0,1,571,22.0,0.0,6.0,0.0,0.0,,,,,Anchorage,61.17432,-149.99618999999996,sunny
506,506,1516665600,AS,AS,AS,112,AS,N409AS,112,10299,ANC,"Anchorage, AK",14747,SEA,"Seattle, WA",800,800.0,0.0,26.0,826.0,1229.0,9.0,1235,1238.0,3.0,0,,0,N,215.0,218.0,183.0,1,1448,,,,,,,,,,Anchorage,61.17432,-149.99618999999996,cloudy
507,507,1548633600,AS,AS,AS,80,AS,N290AK,80,10299,ANC,"Anchorage, AK",14747,SEA,"Seattle, WA",1200,1236.0,36.0,14.0,1250.0,1643.0,5.0,1630,1648.0,18.0,0,,0,N,210.0,192.0,173.0,1,1448,18.0,0.0,0.0,0.0,0.0,,,,,Anchorage,61.17432,-149.99618999999996,cloudy
508,508,1550016000,AS,AS,AS,127,AS,N448AS,127,10299,ANC,"Anchorage, AK",11630,FAI,"Fairbanks, AK",605,547.0,-18.0,20.0,607.0,652.0,4.0,710,656.0,-14.0,0,,0,N,65.0,69.0,45.0,1,261,,,,,,,,,,Anchorage,61.17432,-149.99618999999996,sunny
509,509,1518739200,AS,AS,AS,50,AS,N613AS,50,10299,ANC,"Anchorage, AK",14709,SCC,"Deadhorse, AK",1443,1433.0,-10.0,6.0,1439.0,1608.0,4.0,1634,1612.0,-22.0,0,,0,N,111.0,99.0,89.0,1,626,,,,,,,,,,Anchorage,61.17432,-149.99618999999996,cloudy
510,510,1517184000,AS,AS_CODESHARE,AS,2819,QX,N443QX,2819,10299,ANC,"Anchorage, AK",11630,FAI,"Fairbanks, AK",600,554.0,-6.0,7.0,601.0,652.0,3.0,715,655.0,-20.0,0,,0,N,75.0,61.0,51.0,1,261,,,,,,,,,,Anchorage,61.17432,-149.99618999999996,sunny
511,511,1517616000,AS,AS,AS,150,AS,N402AS,150,10299,ANC,"Anchorage, AK",12892,LAX,"Los Angeles, CA",2335,2331.0,-4.0,7.0,2338.0,524.0,5.0,557,529.0,-28.0,0,,0,N,322.0,298.0,286.0,1,2345,,,,,,,,,,Anchorage,61.17432,-149.99618999999996,sunny
512,512,1548460800,AS,AS,AS,62,AS,N526AS,62,10299,ANC,"Anchorage, AK",12523,JNU,"Juneau, AK",810,754.0,-16.0,11.0,805.0,921.0,4.0,950,925.0,-25.0,0,,0,N,100.0,91.0,76.0,1,571,,,,,,,,,,Anchorage,61.17432,-149.99618999999996,sunny
513,513,1547510400,AS,AS,AS,64,AS,N611AS,64,10299,ANC,"Anchorage, AK",12523,JNU,"Juneau, AK",1120,1125.0,5.0,15.0,1140.0,1316.0,3.0,1300,1319.0,19.0,0,,0,N,100.0,114.0,96.0,1,571,0.0,0.0,19.0,0.0,0.0,,,,,Anchorage,61.17432,-149.99618999999996,sunny
514,514,1516320000,AS,AS,AS,80,AS,N607AS,80,10299,ANC,"Anchorage, AK",14747,SEA,"Seattle, WA",1005,1000.0,-5.0,15.0,1015.0,1417.0,7.0,1437,1424.0,-13.0,0,,0,N,212.0,204.0,182.0,1,1448,,,,,,,,,,Anchorage,61.17432,-149.99618999999996,cloudy
515,515,1547942400,AS,AS,AS,108,AS,N274AK,108,10299,ANC,"Anchorage, AK",14747,SEA,"Seattle, WA",35,25.0,-10.0,18.0,43.0,443.0,4.0,510,447.0,-23.0,0,,0,N,215.0,202.0,180.0,1,1448,,,,,,,,,,Anchorage,61.17432,-149.99618999999996,sunny
516,516,1550016000,AS,AS,AS,120,AS,N407AS,120,10299,ANC,"Anchorage, AK",14747,SEA,"Seattle, WA",1555,1550.0,-5.0,15.0,1605.0,2015.0,9.0,2013,2024.0,11.0,0,,0,N,198.0,214.0,190.0,1,1448,,,,,,,,,,Anchorage,61.17432,-149.99618999999996,sunny
517,517,1514851200,AS,AS,AS,49,AS,N613AS,49,10299,ANC,"Anchorage, AK",10170,ADQ,"Kodiak, AK",1508,1502.0,-6.0,7.0,1509.0,1551.0,3.0,1607,1554.0,-13.0,0,,0,N,59.0,52.0,42.0,1,253,,,,,,,,,,Anchorage,61.17432,-149.99618999999996,cloudy
518,518,1515974400,AS,AS,AS,114,AS,N471AS,114,10299,ANC,"Anchorage, AK",14747,SEA,"Seattle, WA",630,615.0,-15.0,23.0,638.0,1106.0,8.0,1105,1114.0,9.0,0,,0,N,215.0,239.0,208.0,1,1448,,,,,,,,,,Anchorage,61.17432,-149.99618999999996,sunny
520,520,1577059200,AS,AS,AS,136,AS,N318AS,136,10299,ANC,"Anchorage, AK",14747,SEA,"Seattle, WA",1755,1854.0,59.0,11.0,1905.0,2304.0,24.0,2225,2328.0,63.0,0,,0,N,210.0,214.0,179.0,1,1448,0.0,0.0,4.0,0.0,59.0,,,,,Anchorage,61.17432,-149.99618999999996,cloudy
